eID,eName,jurisdictionID
82016482,HP GP Trust,CYM
100332899,KIDZ PARTY STOP INC.,BRB
85016008,CUMBERLAND INTERNATIONAL A.V.V.,AW
200138661,Clutch Inc,KNA
55077288,STANDARD LIFE LIMITED,MLT
55026356,DIRECT IMAGING LIMITED,MLT
55051293,OBJECTIVE PRODUCTS LIMITED,MLT
82001906,The Rain Investment Trust,BMU
55079651,F F OILFIELD SERVICES LTD,MLT
200115818,BRUNSWICK LTD.,KNA
55052912,CONSCIENCE GAMES LIMITED,MLT
55053799,SEA HEAVEN NAVIGATION LIMITED,MLT
82017938,ZZZ-VMX GROUP,CYM
85032608,NILO'S HEALTHY FOOD & SNACK,AW
30015981,TWELVE OAKS LIMITED,BHS
85039114,QUIJANO SPECIALTY CONSULTANT,AW
30017305,MARLEY SECURITIES LTD,BHS
100302695,DARIO INVESTMENTS COMPANY LIMITED,BRB
55056402,ISOLA MARE ESTATES COMPANY LTD,MLT
55052827,SPACE RACE LIMITED,MLT
101732242,UNION HALL PARTNERS INC.,BRB
55018761,QUALITY PRODUCTS MARKETING LTD.,MLT
200514099,Derby Capital LLC,KNA
101725773,SAFERCA CAPITAL INC.,BRB
55013374,PENDRECHT LIMITED ( P COMM 39),MLT
85020459,BEVERLY PAINTING,AW
55026282,KANPUR HOLDINGS LIMITED,MLT
85018062,COCQUI PET PLACE,AW
200124860,GLENWOOD EQUITIES LIMITED,KNA
82018937,HASEGAWA INVESTMENTS LIMITED,CYM
85023277,PERFECT INVESTMENTS A.V.V.,AW
200803046,MJS TRUST,KNA
30010488,VINCENT INVESTMENTS LIMITED,BHS
55080385,ALEXANDRA DEVELOPMENTS LIMITED,MLT
200505249,THE WGL L-1 LLC,KNA
100304495,BLACK STAR ENTERPRISES INC.,BRB
55068106,LEWISROCK LIMITED,MLT
200505075,"CMG HOLDING, LLC.",KNA
200147159,GLOBAL NETWORK SOLUTIONS INC,KNA
82004493,Flextronics International (Bermuda) Ltd.,BMU
55039593,MR BLUESKY LIMITED,MLT
200127167,"POLION DO BRASIL, S.A. Ltd.",KNA
200139106,INWEALTH TRUSTEES NEVIS LIMITED,KNA
55045750,BELFATTO & PARTNERS COMPANY LIMITED,MLT
85002922,CARRIAGE HILLS FARM N.V.,AW
55055440,WOOD-TO-OIL LIMITED,MLT
82003177,Southern Cross Cables Holdings Limited,BMU
200110598,MAX INCORPORATED,KNA
200138372,Curve River Maritime Corporation,KNA
101733617,BRICK BUILDING 44 LTD.,BRB
200130071,Global Transport Services Inc.,KNA
55011087,KAPETAN STAVROS SHIPPING CO LIMITED,MLT
200800662,THE PLAINTSVILLE TRUST,KNA
101716844,CARICEL INC.,BRB
55054888,BTZ Holding International Limited,MLT
200503549,"T.S. CLELAND HOLDINGS, LLC",KNA
30011757,DELTA INTERNATIONAL LIMITED,BHS
55005366,VERSE SHIPPING LIMITED,MLT
100340025,A WENT COMPANY INC.,BRB
85027083,TEXAS CARPETS N.V. (I.L.),AW
85046397,O.A SERVICES CONSTRUCTION & CLEANING,AW
30020150,SOUTHWEST ALLENS INVESTMENTS LIMITED,BHS
200502773,"WEBSOURCE SERVICES, LLC",KNA
85015224,ISLAND ADMINISTRATIVE MANAGEMENT A.V.V.,AW
100340859,CROSSMEDIA INC.,BRB
200516829,"Watt Assets, LLC",KNA
55066830,BENTLEY ENTERPRISES LIMITED,MLT
55027473,SAILMORE MARINE LIMITED,MLT
55008614,SHIPOWNERS ENTERPRISING CO LTD ( D 5030 ),MLT
200130581,"OVERFELT-MILLER RE., LTD.",KNA
55006569,THE GENERAL SOFT DRINKS COMPANY LIMITED,MLT
200103763,"EQUITY INVESTORS REINSURANCE, LTD.",KNA
82006360,The Black Ant Group General Partner Limited,BMU
30009836,ROGERS INVESTMENT COMPANY LIMITED,BHS
85038265,"CH2M HILL INTERNATIONAL, LTD",AW
101513244,MOHAWK INTERNATIONAL FSC INC.,BRB
200129473,SEO Limited,KNA
200516729,Law Center Services LLC,KNA
82017069,ZZZ-ELLINGER INVESTMENTS LTD.,BHS
55082818,MAREMAR SHIPMANAGEMENT LIMITED,MLT
200517433,Apollo Firestone LLC,KNA
85031556,RASHELL BEAUTY SALON,AW
55025009,DATA SERVICES LTD.,MLT
55009064,HEALTH & BEAUTY (GOZO) CO. LIMITED,MLT
82008394,Jigh-Nashu International Inc.,VGB
200507011,"SNAILS PACE, LLC",KNA
55080111,THE BEAUTY COMPLEX LTD ( D 2746 ),MLT
200108773,"SPARTAN TRUSTEES, LTD.",KNA
82024433,i-Control Holdings Limited,CYM
55070788,MSK LIMITED,MLT
85005041,DEARPARK ENTERPRISES N.V.,AW
55036178,ARCTIC ANTHEM COMPANY LIMITED,MLT
200121160,BOOMERANG INC.,KNA
200121344,GREEN WAVES INC.,KNA
100326488,GENESIS ELEGANCE INC.,BRB
85009906,HALLSVILLE CORPORATION A.V.V.,AW
30021058,LUCAYAN INVESTMENT HOLDING COMPANY LIMITED,BHS
30010531,SURSWIFT ENTERPRISES LIMITED,BHS
55076846,EROS LTD,MLT
55069041,LINQPAYS LIMITED,MLT
85039041,MANGROVE GROUP INTERNATIONAL V.O.F.,AW
55003861,CAUCUS 1 SHIPPING COMPANY LIMITED,MLT
85002509,MARTISTELLA,AW
55082888,EXITECH INTERNATIONAL LIMITED,MLT
200505187,ESE LLC,KNA
200129127,GREENGARD PROPERTIES S.A.,KNA
200135852,Lola Ltd.,KNA
200105409,HARPER LTD,KNA
82018949,"E-Z UP ASIA, LDC",CYM
85019272,FRANCI FASHION,AW
200127259,ST. GEORGES REAL ESTATE LTD,KNA
82018821,Hailiang Education Group Inc.,CYM
55055265,JBianco Limited,MLT
55038404,D. HOLDINGS & INVESTMENTS LIMITED,MLT
100335535,ENTEC DEVELOPMENT CORP.,BRB
101510876,ISP SALES (BARBADOS) INC.,BRB
55000699,Kuehne + Nagel Limited,MLT
200114077,MSG HOLDINGS LTD.,KNA
85034783,NAOMI BEAUTY SUPPLY,AW
200137896,WHITE SAND INVESTMENT LIMITED,KNA
85001701,BOTANICA AWA Y LUZ,AW
200121523,GULF UNION REINSURANCE COMPANY,KNA
82001171,Royale Holdings (Bermuda) Limited,BMU
82021232,Phoenix Distressed Opportunities Fund (Cayman) Ltd.,CYM
101706278,BELLOC HOLDINGS LIMITED,BRB
82022182,Diageo International Share Match Singapore Nominees Ltd,JEY
85019218,KONSTRUKTIVA KARPENTRY DESIGNS,AW
55061282,WM INTERACTIVE LIMITED,MLT
85025216,ARUBIAN PASTRIES,AW
55015192,UTRO SHIPPING COMPANY LIMITED,MLT
85046888,ZOJA HORECA N.V.,AW
200515935,INNOVATIVE SECURITIES LLC,KNA
200506575,"JR HOLDINGS 2(N), LLC",KNA
200122991,OMC (INTERNATIONAL HOLDINGS) LIMITED,KNA
30011485,THORNACRE INVESTMENT COMPANY LIMITED,BHS
30018342,TEXTILE TRADING LIMITED,BHS
30017873,TROPICAL INDUSTRIES LIMITED,BHS
82022087,bcIMC (USA) Realty Investments Limited Partnership,BMU
55053768,PELIKAN SHIPPING CO LTD ( D 2281 ),MLT
200104612,TRIUMPH CORPORATION,KNA
101733385,CALVISTA COLOMBIAN MINING (BARBADOS)CORPORATION,BRB
85003990,ALOE (ARUBA) N.V.,AW
85039050,ZONA CALIENTE,AW
82014605,"Gorham Fundamental Value Fund, Ltd.",CYM
55027957,BIBENDO LIMITED,MLT
55042712,STENTON CONSULTING (MALTA) LIMITED,MLT
55000343,E. C. (HOLDINGS) LIMITED,MLT
101706245,PHOENIX INVESTMENTS LIMITED,BRB
85020996,IRIS SPEELSCHOOL,AW
101737845,RIOBOO LIMITED,BRB
85030458,FIRST PHARMACY C.V.,AW
200125011,CROSS MEDIA INC.,KNA
200103155,MANORPARK PROPERTIES LTD.,KNA
100305098,FLAMBOYANT INVESTMENTS LTD,BRB
82013236,Global Value Arbitrage Fund,CYM
200500575,MESSENA LLC,KNA
82007132,Asurion Japan Reinsurance Ltd.,BMU
200129462,STRONG LINKS HOLDINGS INC.,KNA
55006342,THE VIRTU STEAMSHIP CO LIMITED,MLT
55068571,BRIGHT HOLDINGS LTD.,MLT
82017291,ZZZ-GOFORTH 5812 TRUST,GGY
101722486,FINADER INC,BRB
55055278,DSRPTV GAMING VENTURES LIMITED,MLT
85022216,INTERPROPERTIES N.V. (I.L.),AW
200101588,SIGNATURE SECURITIES LIMITED,KNA
200506109,AMC HOLDINGS LLC,KNA
55077524,TURNER HOLDINGS LTD.,MLT
101413522,"NEWCOURT FUNDING SERVICES, L.L.C.",BRB
82000915,Monument Resources (Overseas) Limited,BMU
55009571,WEST INDIAN NAVIGATION LIMITED,MLT
82003604,"Unocal Bangladesh Block Ten, Ltd.",BMU
100303700,GRIFFITH'S RELIANCE PHARMACY LIMITED,BRB
55061464,RIVER LIMITED,MLT
85039325,IMPORTADORAS CALE,AW
85002973,BOSAL ANTILLANA N.V.,AW
55004135,PATCH LTD,MLT
55017491,MEDITERRANEAN PUBLICATIONS LTD ( D 533 ),MLT
55019609,SANDROSS LIMITED,MLT
82013140,Sharp Capital Management Ltd.,CYM
200514038,LYNX PARTNERS LLC,KNA
82011612,"KWK Partners Master, L.P.",CYM
85027071,ROYAL LLAMADAS INTERNATIONALES,AW
85012960,AQUARELA,AW
85014295,MARTINA SCHILDERSBEDRIJF,AW
55048538,iVegas Limited,MLT
30007306,ELITE RECORDING COMPANY LIMITED,BHS
55004622,TAS-SEJBA CO. LIMITED,MLT
55006547,GEORGIAN SHIPPING CO. LTD.,MLT
82000108,Catskill Company Limited,BMU
55062273,SPLENDOUR HOLDINGS LIMITED,MLT
30016266,SEAWARD LIMITED,BHS
101712953,THREE COINS ENTERPRISES LTD.,BRB
82016863,ZZZ-BROOK ROAD LLC,CYM
100319390,TECUMSETH INVESTMENTS INC.,BRB
85026309,DIJKHOFF CLEANING AND SERVICES,AW
55044867,Office Point Malta Limited,MLT
55054340,ARTISAN FOODS COMPANY LIMITED,MLT
85039257,ELY'S SOUVENIRS,AW
55050330,PASCHALINO IMPORTS LTD,MLT
101731882,AFFROM INVESTMENTS H0LDINGS INC.,BRB
30003804,CROWN ICE AND REFRIGERATION LIMITED,BHS
100320071,BEVTECH CARIBBEAN INC.,BRB
100324601,SKYLAR PUBLIC TRANSPORTATION SERVICES INC.,BRB
200140057,GIANNA INVESTMENTS LTD.,KNA
200101082,GREENSTRACT LIMITED,KNA
55071746,DESIGN CONCEPTS LIMITED,MLT
85038522,SUNMAN ENTERPRISES V.O.F.,AW
55026470,SEATRA (MALTA) LIMITED,MLT
55016175,SAHARA STUDIOS COMPANY LIMITED,MLT
100338909,SENTRY SECURITY SOLUTIONS LTD.,BRB
200133227,Advanced Solutions Group Inc.,KNA
55021123,VANE SHIPPING LTD,MLT
85024004,LA FIESTA N.V.,AW
200113516,"WHISTECH, INC.",KNA
55019459,NEW HORIZONS LIMITED,MLT
82026104,Highseas Shipping Co. Ltd.,BMU
200139702,ALVARES PROPIEDADE VENDAS LTD,KNA
55040218,THESEUS INTERNATIONAL LIMITED,MLT
200117055,POLSKA KASA OPIEKI TEL-AVIV (PEKAO) LTD,KNA
55020551,CESCA LIMITED,MLT
100310219,CARIBBEAN CONLOC HOUSING SYSTEMS INC.,BRB
85037762,WAI FAT SUPERMARKET N.V. - WAI FAT SUPERMARKET N.V.,AW
82008970,Hewlett-Packard Bermuda Holdings LP,BMU
200514716,FIVE TALENTS LLC,KNA
200512298,"EBAC, LLC",KNA
200512526,"TEADAS, LLC",KNA
82002787,Rondeau Reefers Ltd.,BMU
100331668,FIDELITY INC.,BRB
55016293,DATAMASTERS LIMITED,MLT
55040602,SUBACQUA SUPPLIES & SERVICES LIMITED,MLT
85047268,SILVER MOON IV N.V.,AW
200113008,DRAGLINE DISTRIBUTION LIMITED,KNA
55051484,MSC SERVICES LTD,MLT
200116006,INVESTMENTS DOT COM LTD,KNA
55047748,PACKAGING & POLYMER CONSULTING LIMITED,MLT
55057128,ELTHAM INTERNATIONAL LTD,MLT
55003911,NUOVA DIMENSIONE LIMITED,MLT
200144037,MAYDA GROUP LIMITED,KNA
85036015,BUILDERS SYSTEM,AW
55049537,SALT-OFF EMEA LTD,MLT
200140899,Sea Biscuit Inc.,KNA
55072087,CG Contractors Limited,MLT
200109077,MASTER PAY LTD,KNA
82019857,Hypothalamus Limited,VGB
200141548,HELI AIR LIMITED,KNA
55063778,TOBACTS HOLDINGS LIMITED,MLT
55026441,AKROSUN LIMITED,MLT
55011310,EKHABI LIMITED,MLT
55063533,POOLE LIMITED,MLT
55008198,CATANIA & SONS LIMITED,MLT
200105931,FLOURISH INTERNATIONAL CORP.,KNA
55073860,APD PROPERTIES LIMITED,MLT
55025092,ALLSECURE INTERNATIONAL LTD,MLT
101300046,MCS TECHNOLOGIES (BARBADOS) SRL,BRB
100317376,RALON HOLDINGS INC.,BRB
200512088,"VENTURE PLUS ENTERPRISES, LLC",KNA
200109674,WILD FIRE LTD.,KNA
85012990,VARIETY HOLDINGS N.V.,AW
200108960,OPAL ENTERPRISES INC.,KNA
100318625,TAYLOR MADE SERVICES INC.,BRB
200112564,PREMIER INTERNATIONAL TRUST CORP.,KNA
55048662,LONDON CAPITAL PARTNERS MALTA LIMITED,MLT
200103500,GOLDEN VIEW INTERNATIONAL DEVELOPMENT LIMITED,KNA
55038068,GHADA HOLDING LIMITED,MLT
55083145,CLAUDIA LIMITED.,MLT
55031477,HERMES INTERNATIONAL LTD,MLT
82008855,NIKE Force,BMU
100325464,CAFE 66 INVESTMENTS INC.,BRB
200514403,"Sipabax, LLC",KNA
85021808,JAYSANNE GIFT SOUVENIERS & BOUTIQUE,AW
200509230,South Belize Platinum Design & Development LLC,KNA
55000536,HOLIDAY BUNGALOWS LIMITED ( D 475 ),MLT
200508978,Coriander Holdings LLC,KNA
100307774,POP OPTICS INC.,BRB
200505053,"SA 0114, LLC.",KNA
200112922,DIJON LIMITED,KNA
30021200,ISLAND ESSENCES LIMITED,BHS
85022580,DURO HOLDING N.V.,AW
55055425,RESULTING CHANNEL HOLDINGS LTD,MLT
101300516,CORAL WATERS (BARBADOS) SRL,BRB
200512118,Velocity Group LLC,KNA
200501535,TACOMA PROPERTIES LLC,KNA
85018606,SANMAD ARUBA NV,AW
82024062,"QIANNAND TRADING CO., LTD",SYC
100303453,CATAMARA LIMITED,BRB
82013506,ASA Limited,CYM
200121970,"RPC HOLDINGS, LTD.",KNA
100500472,I.T. INTERNATIONAL TELECOM MARINE SRL,BRB
85026504,CONSTRUCTION EQUIPMENT RENTAL DEPOT,AW
200804236,THE HERCULES SETTLEMENT,KNA
65504608,S PAU & SON LIMITED,WSM
85006076,RENE DESSES TRADING,AW
200130881,VMD OVERSEAS MARKETING INC.,KNA
30013407,CRANFORD TRADING COMPANY LIMITED,BHS
200136623,SALUTA SHIPPING LIMITED,KNA
55007601,LASER INVESTMENTS LIMITED,MLT
200139744,"SARAJ, Inc.",KNA
85047394,TBC TECHNICAL BUSINESS CONSULTANTS VBA,AW
30003580,CARIB LANDS LIMITED,BHS
85047409,VERBUM WORKS,AW
55056085,GCM INFRASTRUCTURE LIMITED,MLT
55082946,COASTAL BULKSHIP LIMITED,MLT
85048717,EL COMANDANTE CONSTRUCTION N.V.,AW
200803973,THE FR TRUST,KNA
82008426,VL 28920 Limited,BMU
55013609,MEDARIA LIMITED,MLT
55037413,LA CRAT ESTATES CO LTD,MLT
85016389,INDIRIS INVESTMENT AVV,AW
100322210,DEVCON CONSTRUCTION INC.,BRB
100334773,INTRAC CARIBBEAN INC,BRB
85049094,ARU TASTE BAR & RESTAURANT,AW
85036748,BOEDOEM RIJSCHOOL,AW
200112751,WEIL LTD.,KNA
55045508,PUMA ENERGY (ZMT) HOLDINGS LIMITED,MLT
200103558,WORLD INDEPENDENT NETWORK INC.,KNA
101507592,G.C.C. SALES CORP.,BRB
82001323,Exe Shipping Limited,BMU
85027693,ZUJI PROPERTIES A.V.V. (I.L.),AW
85038440,ARUBA DREAM HOUSE REAL ESTATE,AW
55009237,LOLA LIMITED,MLT
55054646,JOSEPH CARUANA & CO. LTD,MLT
200128295,Ninety Six Lambda Invest Limited,KNA
55071576,BADASS BURGER LIMITED,MLT
200138049,Rodas Business Inc.,KNA
200102442,RIVERA INVESTMENTS LTD.,KNA
82003369,ASIA PULP & PAPER COMPANY (CHINA) LTD.,BMU
85040398,ECHO FOUNDATION,AW
55070959,Jaydee Holding Limited,MLT
100318853,LONELY HEARTS CLUB LTD.,BRB
200101610,I.M.S. MARITIME CORPORATION S.A.,KNA
200500258,"THE RMM 3-14-97, LLC",KNA
30020251,HERSHEY (BAHAMAS) LIMITED,BHS
200804682,THE CASAPOINTE TRUST,KNA
100335539,APEX RENT-A-CAR INC.,BRB
55019429,VANTAGE SHIPPING COMPANY LIMITED,MLT
200124813,DRAGON FAME CORPORATION LIMITED,KNA
100324870,ANDY'S TRADING COMPANY LIMITED,BRB
200508454,"HOME SCHOOL EXCURSIONS, LLC",KNA
102000097,COMMUNITY CARE PHARMACY & COSMETIQUE,BRB
101734154,"OVERSEAS CARGO & ENERGY GROUP, LTD.",BRB
30011742,BAHAMAS ADULT STUDY CENTRE LIMITED,BHS
55074647,I.C.L. LIMITED,MLT
85029268,UPEGUI N.V.,AW
200110119,AMWAY CORPORATION,KNA
200147490,"Gooner Holdings Group, Ltd.",KNA
200123549,"BEST COLLECTION CO., LTD.",KNA
200125053,EXPRESS TIMES LTD,KNA
85017799,TERCER MUNDO BOOKS INTERNATIONAL AVV,AW
101737441,"DEEP SEA SPIRITS INTERNATIONAL, LTD.",BRB
101737914,LAQ (BARBADOS) INC.,BRB
55008527,REEF BAR COMPANY LIMITED,MLT
55067494,GMX LIMITED,MLT
101714530,W.T.I. TELECOMMUNICATION INC.,BRB
100300421,REGIONAL BUSINESS SYSTEMS INC.,BRB
55004115,P & R LIMESTONE DEVELOPERS LTD ( D 13700 ),MLT
55047534,BETFAIR INTERNATIONAL PLC,MLT
55061583,OCEANIC LEASING LIMITED,MLT
200106078,SENMO INTERNATIONAL LIMITED,KNA
55006430,GEOT TRADING LIMITED,MLT
30008270,CARABIA LIMITED,BHS
200117636,"SHAMROCK INVESTMENT CONSULTANTS, LTD.",KNA
85047275,GESTARUBA HOLDING V.B.A.,AW
200119037,VEOLEN COMPANY,KNA
55035045,BELLIZZI SERVICES LIMITED,MLT
200512919,BLUEBREEZE LLC,KNA
101712489,METAL ROYALTIES CORPORATION,BRB
200107300,"INSCO REINSURANCE CO., LTD.",KNA
55066551,Maugian Holding Ltd.,MLT
55034379,Barriere Interactive Gaming Limited,MLT
55053687,BIODIESEL INVESTMENT CORPORATION LTD,MLT
200108718,COMSERVE LIMITED,KNA
100328031,GALLOPING GREEN INC.,BRB
100330629,ENTERPRISE LOT 2 HOLDING INC.,BRB
85041485,RITMO CUBANO,AW
100336859,CLEARBLUE INVESTMENTS INC.,BRB
82010743,ISLAND PROVISION LIMITED,CYM
55083245,EURO-MEDICAL (MALTA) LIMITED,MLT
55078317,FOSTER CLARK PRODUCTS LIMITED,MLT
55077950,BIIT MEDIA LIMITED,MLT
55010461,O.C.P. COMPANY LIMITED,MLT
200100950,SALA INVESTMENTS LIMITED,KNA
55064892,Medina Holding Company Ltd,MLT
100305304,TYRONE'S LIMITED,BRB
55043293,Wavepeak Web Ltd.,MLT
200131930,INTLCSSA INC.,KNA
200139771,GML Enterprises Inc.,KNA
101735779,"DAVID VINEY CONSULTING, INC.",BRB
55046418,GOLDEN DRY BULK COMPANY LTD,MLT
55010081,NAZEST LIMITED,MLT
100334631,A.K. MANAGEMENT SERVICES INC.,BRB
55027637,GLOBAL INTERACTIVE GROUP LTD,MLT
55083314,MGT (MALTA) LIMITED,MLT
200104887,ABERDULAIS INVESTORS LIMITED,KNA
200140513,PACIFICA ASSETS INC.,KNA
55072444,SSPH LIMITED,MLT
30014912,PALM BEACH CONDOMINIUM LTD,BHS
30018341,PICOR LIMITED,BHS
55061484,POWER MEDIA HOLDING LTD,MLT
85009013,CHINA TOWN RESTAURANT AND NIGHTCLUB,AW
85018057,BLUE DIAMOND ISLAND TRANSPORT & ENTERTAINMENT N.V.,AW
55010512,FONDE METAL WORKS LTD.,MLT
85000478,FRANCISCO ANGELA,AW
55034739,Gudea Pharma Trading Ltd,MLT
85039855,ZAHRA CONTRACTOR & REAL ESTATE N.V.,AW
55031863,FACTOR INVESTMENTS LIMITED,MLT
82018383,ZZZ-MARBLE ARCH ASSETS LTD.,VGB
85016421,VANTARIUS AVV,AW
55085202,A & A PHARMACEUTICALS,MLT
30007491,SOUTHWOOD INVESTMENTS LIMITED,BHS
85011270,P.I.A. PHARMACEUTICAL IMPORT AGENCY,AW
55035386,PANDJA CO. LIMITED,MLT
100332796,G P CARIBBEAN CONSTRUCTION INC.,BRB
85022323,I.C.H. INSECTICIDES CONTROL HOLDING A.V.V.,AW
200141041,VINELAND LIMITED,KNA
82002969,TWS (Bermuda) Limited,BMU
200516252,Tyche Advanced Investments LLC,KNA
55049402,WINSTON GROUP SUPPLIES LTD - THE ( D 1937 ),MLT
55013151,BUSKERTECH LIMITED,MLT
200126198,LIPOS MANAGEMENT INC.,KNA
55034529,J.B.Y. LIMITED,MLT
200516615,Unipharma Group LLC,KNA
200103185,"TTF ENTERPRISES, INC.",KNA
55084504,I.J.C.C.,MLT
30020934,LEVER COMPANY LIMITED,BHS
85020417,STONE FORT FINANCE A.V.V.,AW
100334672,GENESIS BOUTIQUE CO. LTD.,BRB
55011272,SCICINVEST HOLDINGS LIMITED,MLT
85039183,UNLIMITED PARTS & ENTERPRISES N.V.,AW
55056894,CITTADELLA FILMS MALTA LIMITED,MLT
200142063,VISION FOCUS LIMITED,KNA
200115295,DIVINE RETREAT INC.,KNA
82018304,ZZZ-ALBA TRUST,CYM
85050167,CARIBBEAN PANDAS INTERNATIONAL BUSINESS COMPANY N.V.,AW
200136034,GUYANA CORPORATION,KNA
55014797,PROPERTY MANAGEMENT INTERNATIONAL LIMITED,MLT
55075166,DIVE SMART GOZO LIMITED,MLT
85041070,UEBERFLUSS CORPORATION N.V. - HAPPY MONKEY SOUVENIRS,AW
85001483,SCHOENMAKERIJ C.R. VRIES,AW
30017404,NASSAU JEWELLERS LIMITED,BHS
100318344,SMK LTD.,BRB
100321926,D & B BLADES & CO. LTD.,BRB
85013045,NINE'S FASHION,AW
200144406,SARANTRAFI CORP.,KNA
55080585,LINK INDUSTRIES (MALTA BRANCH),MLT
85028391,FUNDACION VISION,AW
85044141,RAM ELECTRICAL SERVICES,AW
65000880,V & V MEREDITH HOLDINGS LIMITED,WSM
82017160,AIS SPC STAR TRUST,CYM
82024091,"Castle Rock Communications, Ltd.",CYM
55021376,SMARTA NAVIGATION LTD.,MLT
200502265,"QUANTUM CONSULTING, LLC",KNA
100320047,TARA HOLDINGS LTD.,BRB
55001290,M. V. L. (VALLETTA) LIMITED,MLT
55027612,SIBEL SHIPPING LIMITED,MLT
101722656,"SAMBIL, INC.",BRB
82001426,"KeyCorp Insurance Company, Ltd.",BMU
100325879,NELSON POINT LIMITED,BRB
55063500,GEM MALTA LTD,MLT
200121209,HIDALGO S.A.,KNA
85017941,GOLDEN RAQUET TENNIS ACADEMY,AW
55058253,RSC HOLDINGS LTD,MLT
85003215,HEIDI CHILDREN'S BOUTIQUE,AW
200516232,Cardiff Ventures LLC,KNA
100303355,PMC LIMITED,BRB
200803282,THE BP FAMILY TRUST,KNA
200112994,WHITES BAY LIMITED,KNA
200128687,HARTIG CONSTRUCTION INC,KNA
55056597,T&C INVESTMENTS LIMITED,MLT
200517912,"Major Marketing, LLC",KNA
200136403,Just Host Inc,KNA
101740666,APSU PROCESS MANAGEMENT INC.,BRB
55028742,TOTAL SPORTS CO. LIMITED,MLT
85040760,TROPICAL IMPRESSIONS N.V. - SMART LOOK 2,AW
101715817,WRFG POLICY EXCHANGE INC.,BRB
200118835,BACK TO BASICS INC.,KNA
100317009,MOORE AND SONS COMPANY INCORPORATED,BRB
85039533,STICHTING W1SE,AW
200516588,"E=mc2 Ventures, LLC",KNA
100605681,SKINNER DRILLING (CONTRACTORS) LIMITED,BRB
55076177,FALCOM LIMITED,MLT
55015790,STRODEAN LIMITED,MLT
200507204,MERENDON INVESTMENT GROUP LLC,KNA
200512060,"AmeriCaptive, LLC",KNA
200513537,"SOLITUDE, LLC",KNA
82009697,OCTINVEST LIMITED,VGB
85015914,MIKESON SNACK,AW
55003025,ZEUS PROPERTIES LIMITED ( D 1881 ),MLT
85049343,ARUBACANA SECURE RENTALS,AW
30009738,BERGENSEN ENTERPRISES LTD,BHS
100332506,DELIGHT CATERERS INC.,BRB
200116940,VALESCA INTERNATIONAL BUSINESS COMPANY LIMITED,KNA
200126716,Balmoral Management Limited,KNA
30020085,PENN SECURITY LIFE INSURANCE COMPANY,BHS
30006252,GLENERIK INTERNATIONAL LIMITED,BHS
55037676,BBSL MALTA FINANCE COMPANY LIMITED,MLT
55057826,VITAL PRODUCE  INTERNATIONAL LIMITED,MLT
55037607,WRI Solutions Ltd.,MLT
200118800,LEXIS HOLDINGS INT'L LTD.,KNA
55044184,ALPHA JET LTD,MLT
55067028,EMPIRE GENERAL LIMITED,MLT
100302113,AGRICULTURAL COMMODITY TRADING LIMITED,BRB
200113394,"RRA TRUSTEE, LTD.",KNA
82011097,Breezy Hill Holdings Ltd.,CYM
100333875,D C VALLAN FRANKLIN AND ASSOCIATES INC.,BRB
200127932,Sixty Nine Zeta Invest Limited,KNA
100303727,JOACHIM ENGINEERING (BARBADOS) LIMITED,BRB
200511324,"Pegasus International Enterprises, LLC",KNA
100320622,CARDART INC.,BRB
100313866,SALISBURY PROPERTIES CO. INC.,BRB
85042111,CORTAL LIMITED A.V.V.,AW
55025522,LUCAYAN INVESTMENTS LIMITED,MLT
200506394,CAPITA STRATEGIES LLC,KNA
82010046,FANCIULLA INVESTMENTS INC.,VGB
85034983,PALM TREE GRILL BAR & RESTAURANT,AW
200106566,FAIRWAY CAPITAL LIMITED,KNA
85023043,RESTAURANTS 2000 N.V.,AW
85039841,GM MUSICAL/ ENTERTAINMENT PRODUCTION,AW
55034868,MASTERPLAN LTD,MLT
82013155,Plymouth Argyle Football Club Holdings Asia,CYM
55079155,A J A LIMITED,MLT
100336780,TRUE SAILING PERFORMANCE INC,BRB
200134704,SECURITIES CONTROL LTD,KNA
82011562,Carbon Compliance Acquisition Corporation 42,CYM
200125324,"SIVGOR INC, LTD.",KNA
101735388,INVERSIONES PEEN LTD.,BRB
85018551,GASPARITO TRADING AVV,AW
82005141,"Highland Capital Management, Ltd.",BMU
55072692,PERIBAN MALTA LIMITED,MLT
200139090,Blue Iris Harvest Corporation,KNA
65300907,GOLDEN SAMOA COMPANY LIMITED,WSM
55022217,DEBER HOLDINGS LTD.,MLT
55039947,CLEVER INVESTMENTS LTD,MLT
55024265,BENEVOLENCE LTD,MLT
85033571,GOMES SERVICES,AW
100311123,CC TELECOM INC.,BRB
55036541,GREEN SAILING LIMITED,MLT
82009748,HENIA INVESTMENTS INC,VGB
200513204,"Babo Polarus, LLC",KNA
55029846,JOHN H. CARUANA AND COMPANY LIMITED,MLT
55039224,CENTRAL MEDITERRANEAN DEVELOPMENT CORPORATION LIMITED,MLT
55077905,HORIZON GROUP LIMITED,MLT
55035048,BLUEBRIDGE I.T. LTD,MLT
30000129,LUCAYAN SECURITIES LIMITED,BHS
85023845,SMARTE CARTE ARUBA N.V.,AW
200800091,THE AUSTIN BENNETT INTERNATIONAL TRUST,KNA
200513538,"KOACH CAPITAL HOLDINGS, LLC",KNA
200509259,"STEADFAST NETWORKS, LLC",KNA
200515693,BLACK KNIGHT LLC,KNA
